'ID_CLIENTE';'NOME_ALTERNATIVO';'END_CIDADE';'END_UF';'STATUS'
10406;'DETEN_QUIMICA';'CAMACARI';'BA';'A'
10407;'FITOPHARMA_SALVADOR';'SALVADOR';'BA';'A'
10408;'HEMOBA_SALVADOR';'SALVADOR';'BA';'A'
10409;'ITF_CHEMICAL';'CAMACARI';'BA';'A'
10410;'FUND_UNIV_RIOGRANDE';'RIO GRANDE';'RS';'C'
10411;'FURG';'RIO GRANDE';'RS';'C'
10412;'FAENQUIL';'LORENA';'SP';'C'
10413;'UFSC_2';'FLORIANOPOLIS';'SC';'C'
10414;'LACEN/MATOGROSSO';'CUIABA';'MT';'C'
10415;'PLAST_LABOR';'RIO DE JANEIRO';'RJ';'C'
10416;'UNIV_FED_PELOTAS2';'PELOTAS';'RS';'C'
10417;'MIN_SAUDE_DF';'BRASILIA';'DF';'C'
10418;'UNIOESTE_PR';'CASCAVEL';'PR';'C'
10419;'UNOPAR';'LONDRINA';'PR';'C'
10420;'UFRGS_2';'PORTO ALEGRE';'RS';'C'
10421;'UFMA_2';'SAO LUIS';'MA';'C'
10422;'LABORATORIO_CEDRO';'Sao Luis';'MA';'A'
10423;'HOSP_PRESDUTRA';'PRESIDENTE DUTRA';'MA';'A'
10424;'EMBRAPA /RJ';'Rio de Janeiro';'RJ';'A'
10426;'UNIV_BARAO_MAUA2';'AGUAI';'SP';'C'
10428;'LAB_YANTEN';'MEDIANEIRA';'PR';'A'
10429;'UFS_2';'Aracaju';'SE';'C'
10430;'UNIFENAS_MG';'BELO HORIZONTE';'MG';'A'
10431;'UFPE_QUI';'OLINDA';'PE';'C'
10432;'UNB_INST_QUIMICA';'BRASILIA';'DF';'A'
10433;'ATTIVA';'GOIANIA';'GO';'C'
10435;'MIL_FLORES';'ITAMARAJU';'BA';'C'
10436;'MARGARETH_CAPURRO';'SAO PAULO';'SP';'A'
10438;'PETROBRAS_CATU';'CATU';'BA';'A'
10440;'BIOLABOR/PA';'BELEM';'PA';'C'
10441;'BUNGE_GASPAR';'Gaspar';'SC';'A'
10442;'AMOL_PRAIAGRANDE';'Praia Grande';'SP';'C'
10443;'COEMA_QUIMICA';'PAULINIA';'SP';'C'
10444;'MANFIO_GILSON';'CAMPINAS';'SP';'C'
10445;'CARAMURU_ALIMENTOS/ITUMBIARA';'ITUMBIARA';'GO';'A'
10446;'COINBRA_GO';'JATAI';'GO';'C'
10447;'FESQ_DF';'BRASILIA';'DF';'C'
10448;'FESQ_DF2';'BRASILIA';'DF';'C'
10449;'FARMACOTECNICA_DF';'BRASILIA';'DF';'A'
10450;'FLORA_GO';'LUZIANIA';'GO';'C'
10451;'SMS_DEMAG';'VESPASIANO';'MG';'A'
10452;'FLUXO_GO';'Goiânia';'GO';'C'
10453;'GEOLAB_GO';'ANAPOLIS';'GO';'A'
10454;'GEOLAB_GO2';'ANAPOLIS';'GO';'C'
10455;'TAGUATINGA_BEBIDAS';'BRACO DO NORTE';'SC';'A'
10456;'INST_TEC_GOIAS';'GOIANIA';'GO';'C'
10457;'JRD_ANAPOLIS';'ANAPOLIS';'GO';'A'
10458;'USP/NUBEC_REITORIA';'Sao Paulo';'SP';'A'
10459;'UFSP/REITORIA';'SAO PAULO';'SP';'C'
10460;'PAULIQUIM_SP';'SAO PAULO';'SP';'C'
10461;'FANAPE_MG2';'Lagoa Santa';'MG';'A'
10462;'LAMAR_ENGENHARIA';'IPATINGA';'MG';'C'
10463;'LACEL_GO';'RIANAPOLIS';'GO';'A'
10464;'LACEL_GO2';'Rianápolis';'GO';'C'
10465;'MORRINHOS_GO';'S. LUIZ MONTES BELOS';'GO';'C'
10466;'TECHNIMAR_SERVICOS';'SÃO SEBASTIÃO';'SP';'C'
10467;'TECHNIMAR_SANTOS';'SANTOS';'SP';'C'
10469;'NATUR_LIFE_GO';'Goiânia';'GO';'C'
10470;'NOVA_ROCHA_GO';'APARECIDA DE GOIANIA';'GO';'A'
10471;'PHARMACIA_GO';'GOIANIA';'GO';'C'
10472;'PHARMACIA_GOIANIA';'GOIANIA';'GO';'C'
10473;'RJM/CARAPICUIBA';'CARAPICUIBA';'SP';'C'
10475;'Q_MED_BRASILIA2';'Brasília';'DF';'C'
10476;'RIO_NEGRO_GO';'GOIANIA';'GO';'A'
10477;'SANRISIL_SP';'SAO PAULO';'SP';'C'
10478;'SANTE_GO';'GOIANIA';'GO';'C'
10479;'UNIKRAFHT';'SAO PAULO';'SP';'A'
10480;'TRADICAO';'Batatais';'SP';'C'
10481;'MIN_AGRIC_PEC_ABAST/PE';'RECIFE';'PE';'A'
10483;'ARQ_PERUZZI';'SAO PAULO';'SP';'C'
10484;'SGB_QUIMICA';'PEDREIRA';'SP';'A'
10485;'SECRET_MUN_SAUDE';'SAO PAULO';'SP';'C'
10486;'HOSP_CANCER_MARINGA';'Maringá';'PR';'A'
10487;'SERT_CEARA';'Fortaleza';'CE';'A'
10488;'EXZ_MONT';'SAO PAULO';'SP';'C'
10489;'INST_QUIMICA_SAO_CARLOS/USP';'SAO CARLOS';'SP';'A'
10490;'TEKTON';'GUARULHOS';'SP';'C'
10491;'ABDALA_ENGENHARIA';'MOGI DAS CRUZES';'SP';'A'
10492;'CARINO_INGREDIENTES';'MARILIA';'SP';'C'
10493;'USINA_SAO_MANOEL';'Sao Manuel';'SP';'A'
10494;'LABORTE_CHEMICALS';'SANTO ANDRE';'SP';'C'
10495;'SACHET';'RONDONÓPOLIS';'MT';'C'
10496;'APIARIO_ISIS';'EMBU-GUACU';'SP';'A'
10497;'NATURAL_FLAVORS';'COTIA';'SP';'A'
10498;'ORGANA';'Taboão da Serra';'SP';'C'
10499;'PLURY_QUIMICA';'DIADEMA';'SP';'A'
10500;'CAS 2';'SAO PAULO';'SP';'A'
10502;'PORTTON_PACK';'COTIA';'SP';'C'
10503;'SOC_AGRICOLA_SILVA';'ITARIRI';'SP';'C'
10504;'QUIMICA_FUTURO';'Diadema';'SP';'C'
10505;'PENNA';'Nova Lima';'MG';'C'
10506;'CERVEJARIA_BELCO';'SAO MANUEL';'SP';'A'
10507;'ALCYR_ARQUITETURA';'BELEM';'PA';'C'
10509;'ABCEC_BRASILIA';'BRASILIA';'DF';'A'
10510;'MATEC_ENGENHARIA_CONSTRUCOES';'São Paulo';'SP';'A'
10511;'ADM_CATALAO';'CATALAO';'GO';'C'
10512;'ANGLO_AURICHIO';'MORRINHOS';'GO';'C'
10513;'BASE_AEREA_ANAPOLIS';'ANAPOLIS';'GO';'C'
10514;'BRASAL_REFRI_BRASILIA';'BRASILIA';'DF';'A'
10515;'BRASFIGO_LUZIANIA';'LUZIANIA';'GO';'C'
10516;'BRASFRIGO_LUZIANIA';'LUZIANIA';'GO';'C'
10517;'CARAMURU_ALIMENTOS/SAO_SIMAO';'SAO SIMAO';'GO';'A'
10518;'CEREAL_RIOVERDE';'RIO VERDE';'GO';'A'
10519;'CERVEJ_REUNIDAS_SKOL';'GAMA';'DF';'C'
10520;'CEVAL_LUZIANIA';'LUZIANIA';'GO';'C'
10521;'CIA_CIMENTO_CESARINA';'CEZARINA';'GO';'A'
10522;'CIA_PROM_AGRICOLA';'COROMANDEL';'MG';'A'
10523;'COMPLEM_MORRINHOS';'MORRINHOS';'GO';'A'
10524;'COOP_CARNES_DERIVADO';'GOIANIA';'GO';'A'
10525;'CRUZEIRO_GOIANIA';'APARECIDA DE GOIANIA';'GO';'A'
10526;'CURTUME_MT';'BARRA DO GARCAS';'MT';'A'
10527;'CNEN_GOIANIA';'GOIANIA';'GO';'C'
10528;'CONAGUA_GOIANIA';'GOIANIA';'GO';'A'
10530;'AGROTECNICA_URUTAI';'URUTAI';'GO';'C'
10531;'EXATA_JATAI';'JATAI';'GO';'C'
10532;'FEZURVE_RIOVERDE';'Rio Verde';'GO';'C'
10533;'FESIT_ITUMBIARA';'ITUMBIARA';'GO';'C'
10534;'GENOMA_ANAPOLIS';'Anápolis';'GO';'A'
10535;'GOIASA_GOIATUBA';'GOIATUBA';'GO';'A'
10536;'INTERLETER_NAZARIO';'NAZARIO';'GO';'C'
10537;'KIJOIA_GOIANIA';'GOIANIA';'GO';'C'
10538;'KOWALSKI_RIOVERDE';'Rio Verde';'GO';'A'
10539;'DIRECAO_BRASILIA';'BRASILIA';'DF';'A'
10540;'NUTRISA_PIRESDORIO';'PIRES DO RIO';'GO';'A'
10541;'OLVEO_PIRESDORIO';'PIRES DO RIO';'GO';'A'
10542;'PIONEER_ITUMBIARA';'Itumbiara';'GO';'C'
10543;'REFR_BANDEIRANTES';'TRINDADE';'GO';'A'
10545;'SEMENTES_SELECTA';'GOIATUBA';'GO';'C'
10546;'SETEC_BRASILIA';'BRASILIA';'DF';'A'
10547;'TERRA_GOIANIA';'GOIANIA';'GO';'C'
10548;'UNIV_FED_GOIANIA2';'GOIANIA';'GO';'C'
10549;'USINA_ALVORADA';'Araporã';'MG';'C'
10550;'CIA_VALE_VERDAO_GO';'MAURILANDIA';'GO';'C'
10551;'VAN_DEN_BERGH';'RIO VERDE';'GO';'C'
10552;'CLARIANT_V_ALMEIDA';'SAO PAULO';'SP';'A'
10553;'EMS_S/A';'HORTOLANDIA';'SP';'A'
10555;'BIOLOGICA_BRASIL';'SÃO PAULO';'SP';'C'
10556;'SENAI/RS';'ESTANCIA VELHA';'RS';'A'
10557;'OLIVEIRA/RAQUEL';'SAO ROQUE';'SP';'C'
10558;'AUTOMETAL_SA';'DIADEMA';'SP';'A'
10559;'SERGIO_POLETO_ARQUIT';'SÃO PAULO';'SP';'C'
10560;'COLORCON_COTIA2';'COTIA';'SP';'C'
10561;'HOSP_MUNIC_GUARUS';'CAMPOS DOS GOYTACAZES';'RJ';'C'
10562;'J_WALTER';'SAO PAULO';'SP';'C'
10563;'FAL';'MANAUS';'AM';'C'
10564;'CALI_ACTION';'Canoas';'RS';'C'
10565;'PHILIPS_LG';'SAO JOSE DOS CAMPOS';'SP';'A'
10566;'ACUMULADORES_MOURA';'BOA VISTA';'PE';'C'
10567;'AGRIBRANDS';'SAO LOURENCO DA MATA';'PE';'A'
10568;'KWBER_LUBRIFICANTES';'BARUERI';'SP';'C'
10569;'AGROFERTIL';'CABO';'PE';'A'
10570;'ALCOA/PE';'Itapissuma';'PE';'C'
10571;'VITOPEL';'Mauá';'SP';'A'
10572;'FS_COMERCIO';'ROCHA';'RJ';'C'
10573;'TECNOLITA';'CAMPINAS';'SP';'A'
10574;'FUNPEC';'NATAL';'RN';'A'
10575;'CARBONO_QUIMICA';'São Bernardo do Campo';'SP';'A'
10576;'OPERACAO_ENGENHARIA';'SÃO PAULO';'SP';'C'
10577;'LAB_VIDAS';'RIO DO SUL';'SC';'A'
10578;'GONCALVES_TELMA';'JUIZ DE FORA';'MG';'C'
10579;'MARCOS_SANTOS';'CAJAMAR';'SP';'C'
10580;'AMSTED_MAXION';'CRUZEIRO';'SP';'C'
10581;'INCAL';'SAO PAULO';'SP';'C'
10582;'TORNICH_LABORATORIO';'FRANCA';'SP';'A'
10583;'COREMAL_COMERCIAL';'Cotia';'SP';'C'
10584;'O_P_VILAS_BOAS';'SÃO PAULO';'SP';'C'
10585;'INST_PERICIA_CIENTIF';'CAMPO GRANDE';'MS';'C'
10586;'G GIANNONE';'SOROCABA';'SP';'C'
10587;'LUIZ_PAULO_SEVERO';'RIO DE JANEIRO';'RJ';'C'
10588;'CIPA_PROD_ALIMENTARES';'DUQUE DE CAXIAS';'RJ';'C'
10589;'SOVEREIGN_CHEMICALS';'VINHEDO';'SP';'C'
10590;'TIZANE';'RIO CLARO';'SP';'A'
10591;'UNICOM/BRASILIA';'BRASILIA';'DF';'C'
10592;'VILELA';'SAO PAULO';'SP';'C'
10594;'LIGIA/RESSTOM';'SAO PAULO';'SP';'C'
10595;'ALPHA_TECNOLOGIA';'BARUERI';'SP';'C'
10596;'IGL_VALINHOS';'Valinhos';'SP';'A'
10598;'DRAEGER_IND_COM';'BARUERI';'SP';'A'
10599;'DUROCRETE';'SAO PAULO';'SP';'C'
10600;'PHARMACEUTICAL';'SAO PAULO';'SP';'C'
10601;'VALENGE';'GOIÂNIA';'GO';'C'
10602;'KRILL_2';'SOCORRO';'SP';'C'
10603;'CONSTRUTORA_TS';'São Paulo';'SP';'A'
10604;'MPO_ENGENHARIA';'SÃO PAULO';'SP';'C'
10605;'ARCH_QUIMICA';'Salto';'SP';'A'
10606;'HUAWEI';'CAMPINAS';'SP';'C'
10608;'LATASA_RJ';'RIO DE JANEIRO';'RJ';'C'
10610;'BRAVOX_ITU';'ITU';'SP';'A'
10611;'UNIV_FED_JUIZ_FORA';'JUIZ DE FORA';'MG';'C'
10612;'MED_CENTER_CURITIBA';'CURITIBA';'PR';'A'
10613;'ALMEIDAPRADO';'SAO PAULO';'SP';'C'
10615;'DIVENYI_ASSOCIADOS';'RIO DE JANEIRO';'RJ';'C'
10616;'SABESP/SMIGUEL_PAULISTA2';'SAO PAULO';'SP';'A'
10617;'VALE_MARANHAO';'SAO LUIS';'MA';'A'
10618;'QUALIQUIMICA';'LAGUNA';'SC';'A'
10619;'KRAFT_FOODS';'Pedreira';'SP';'A'
10620;'ANTONIO_ICB2';'SÃO PAULO';'SP';'C'
10621;'SENAI_UBERLANDIA';'BELO HORIZONTE';'MG';'A'
10622;'BRF BRASIL FOODS/PERDIGAO RS';'MARAU';'RS';'C'
10623;'BORDOPLAST';'DIADEMA';'SP';'A'
10624;'DISTILLERIE_STOCK';'São Paulo';'SP';'A'
10625;'NGK_SBC';'MOGI DAS CRUZES';'SP';'A'
10627;'G_VIEIRA_CONSTRUTORA';'Salvador';'BA';'C'
10629;'AID_CONSTRUTORA';'SALVADOR';'BA';'C'
10631;'IPEN_SBC';'SAO BERNARDO DO CAMPO';'SP';'C'
10632;'CDA_CAMPINAS';'CAMPINAS';'SP';'A'
10633;'WARNER_SP';'SAO PAULO';'SP';'C'
10634;'SVM PROD HOSPITALAR';'GOIANIA';'GO';'A'
10635;'ENGEBANC';'SALVADOR';'BA';'C'
10636;'CEDAN_ENGENHARIA';'SALVADOR';'BA';'A'
10637;'UNISANTA_SANTOS';'SANTOS';'SP';'A'
10638;'ASSOC_BRAS_ENC_REST/ABER';'SAO PAULO';'SP';'A'
10639;'PHARMA_NOSTRA';'RIO DE JANEIRO';'RJ';'A'
10640;'UNOESC_VIDEIRA';'Videira';'SC';'A'
10641;'IPEN/CNEN_SP';'SAO PAULO';'SP';'A'
10642;'SERV_AGUA_ESG_JAU';'Jaú';'SP';'C'
10643;'FAC_RIB_PRETO';'RIBEIRÃO PRETO';'SP';'C'
10648;'CARGILL_MORUMBI';'SAO PAULO';'SP';'A'
10650;'PONTAL_SC';'LAGUNA';'SC';'C'
10652;'ENGEBANC/SC';'Florianopolis';'SC';'C'
10653;'CHEMTECH_PETROBRAS';'Rio de Janeiro';'RJ';'C'
10655;'FUNDACAO_UNIV_FED_MATO_GROSSO';'CAMPO GRANDE';'MS';'A'
10656;'UNIBAN/CAMPO_LIMPO';'SAO PAULO';'SP';'A'
10657;'VIRGULINO_OLIVEIRA';'ITAPIRA';'SP';'C'
10658;'CONSTRUTORA_SQUADRA';'PALHOÇA';'SC';'C'
10659;'KM_ENGENHARIA';'BLUMENAU';'SC';'C'
10660;'CLASSIC_COLLECTION';'São Paulo';'SP';'A'
10661;'ENVLAB';'CURITIBA';'PR';'C'
10662;'HOVEN_SP';'São Paulo';'SP';'A'
10663;'DMI_JUNDIAI';'BROTAS';'SP';'A'
10664;'IEPA/BIOTECNOLOGIA';'DITRITO FAZENDINHA';'AP';'C'
10665;'CASAN_IBIRAMA';'BRACO DO NORTE';'SC';'A'
10666;'CENTRO_UNIV_POSITIVO';'CURITIBA';'PR';'A'
10667;'BDF NIVEA/ITATIBA';'ÌTATIBA';'SP';'C'
10668;'UNIANDRADE';'CURITIBA';'PR';'A'
10669;'BIO_EXTRATUS';'ALVINOPOLIS';'MG';'A'
10670;'SANGARI/VL_SIQUEIRA';'SÃO PAULO';'SP';'A'
10671;'MAXION_CRUZEIRO';'CRUZEIRO';'SP';'A'
10672;'ARZPROJETOS';'SAO PAULO';'SP';'C'
10673;'ENGEPACK_ITUPEVA';'ITUPEVA';'SP';'A'
10674;'COLORKIT';'São Paulo';'SP';'A'
10675;'CIA_JAUENSE';'SAO PAULO';'SP';'A'
10676;'VENUS_CONSTRUCOES';'BELÉM';'PA';'A'
10679;'SABESP_SJC';'SAO JOSE DOS CAMPOS';'SP';'C'
10680;'EMBRATEL/RJ';'RIO DE JANEIRO';'RJ';'C'
10681;'DOW_CORNING_CBCC';'SANTOS DUMONT';'MG';'A'
10682;'BREST_ENGENHARIA';'SÃO PAULO';'SP';'C'
10683;'HERSHEYS_SAOROQUE';'SAO ROQUE';'SP';'A'
10684;'ADM_JOACABA';'JOACABA';'SC';'A'
10685;'JORDAO_TORRES';'SAO PAULO';'SP';'C'
10687;'CASAN_RIO_DO_SUL';'Rio do Sul';'SC';'C'
10691;'ONE_COM_INSTRUMENTACAO';'RIO DE JANEIRO';'RJ';'A'
10692;'FCF_COSTRUCOES';'DIADEMA';'SP';'C'
10693;'VOGLER';'SAO BERNARDO DO CAMPO';'SP';'A'
10694;'FMU/VETERINARIA';'SAO PAULO';'SP';'C'
10699;'TOTAL_FINA';'São Paulo';'SP';'A'
10700;'INTERCONTROL_PR';'PARANAGUA';'PR';'C'
10701;'RAKNA';'JUNDIAI';'SP';'A'
10702;'MILLET_ROUX';'Rio de Janeiro';'RJ';'A'
10703;'ATUAL_PROD_HOSP';'Goiânia';'GO';'C'
10704;'CIA_FERROS';'ANDORINHA';'BA';'C'
10705;'USINA_STA_ROSA';'Boituva';'SP';'C'
10706;'COMBUSTOL PIRITUBA';'SAO PAULO';'SP';'A'
10707;'FESTIVA';'SÃO PAULO';'SP';'C'
10708;'MICRO/BAC';'SAO PAULO';'SP';'C'
10709;'UNIV_BARRA_MANSA';'BARRA MANSA';'RJ';'A'
10710;'AMAZON_COSMETICOS';'CUIABA';'MT';'C'
10711;'JEDAL_REDENTOR';'OSASCO';'SP';'A'
10712;'QUIMIPEL';'PIRACAIA';'SP';'C'
10713;'CIA_MULLER_PE';'CABO DE SANTO AGOSTINHO';'PE';'A'
10714;'DU_PONT';'SÃO BERNARDO DO CAMPO';'SP';'C'
10715;'VOLKSWAGEN_SAOCARLOS';'SÃO CARLOS';'SP';'C'
10716;'PKB_PROD_QUIMICOS';'ANTONIO CARLOS';'SC';'A'
10717;'CTMSP_SOROCABA_2';'SOROCABA';'SP';'A'
10718;'VERQUIMICA_GUARULHOS';'GUARULHOS';'SP';'C'
10719;'BANDEIRANTE_BRAZMO';'MAUA';'SP';'A'
10720;'CRISTALIA_BUTANTA';'SAO PAULO';'SP';'A'
10721;'SUKA_QUIMICA';'COTIA';'SP';'C'
10722;'PROTHERM';'BELO HORIZONTE';'MG';'C'
10723;'LABORCLINICO_SC';'RIO DO SUL';'SC';'C'
10725;'CASAN_FLORIANOPOLIS2';'FLORIANOPOLIS';'SC';'C'
10727;'MUSEU_SAG_CORAC_JESU';'CORUPA';'SC';'A'
10728;'MARIA_MARGARIDA';'Guararema';'SP';'C'
10729;'CASA_DAS_ESSENCIAS';'SAO CAETANO DO SUL';'SP';'C'
10730;'CIMEX_ENGENHARIA';'ANAPOLIS';'GO';'C'
10732;'CP_KELCO_ADM';'LIMEIRA';'SP';'A'
10733;'THYSSEN_JD_EUROPA';'SAO PAULO';'SP';'C'
10734;'KOPPENHOFER';'SAO PAULO';'SP';'C'
10736;'PROBOTICA';'SÃO PAULO';'SP';'C'
10737;'MEC_Q';'TAUBATÉ';'SP';'C'
10739;'UNIBAN_OSASCO';'Osasco';'SP';'C'
10740;'IPIRANGA_OSASCO2';'OSASCO';'SP';'A'
10741;'IHB_CONSTRUCAO';'TABOÃO DA SERRA';'SP';'C'
10742;'MELBAR_LIGNINA_RS_2';'CAMBARA DO SUL';'RS';'C'
10743;'BETA_ART_BORRACHA';'GUARAREMA';'SP';'A'
10745;'RIMA_INDUSTRIA';'BELO HORIZONTE';'MG';'A'
10746;'ABCP_JAGUARE';'SAO PAULO';'SP';'A'
10747;'ADM_EXP_IMP_RS';'Três Passos';'RS';'A'
10749;'ISOTEMP_CAMPINAS';'CAMPINAS';'SP';'A'
10751;'POLOQUIMICA';'TABOAO DA SERRA';'SP';'A'
10753;'FRUET_LUIZ_FERNANDO';'SAO PAULO';'SP';'C'
10754;'UNIP_MARGINAL';'SAO PAULO';'SP';'C'
10755;'INST_NEURO_CURITIBA';'Curitiba';'PA';'C'
10756;'CONSTRUBASE_ENGENHARIA';'São Paulo';'SP';'A'
10757;'CARDIO_CONSTANTINI';'CURITIBA';'PR';'C'
10758;'QUAGLIA_SJC';'SAO JOSE DOS CAMPOS';'SP';'C'
10759;'ABBOTT_RJ';'RIO DE JANEIRO';'RJ';'A'
10760;'APOTEX';'SAO PAULO';'SP';'C'
10761;'REXAM_CAN';'EXTREMA';'MG';'C'
10762;'SHOPPING_TABOAO';'TABOAO DA SERRA';'SP';'A'
10763;'ARTCOM';'SÃO PAULO';'SP';'C'
10764;'HERWIG_SHIMIZU';'BLUMENAU';'SC';'C'
10766;'AVANTE_PHARMA/MG';'JUIZ DE FORA';'MG';'A'
10767;'HOSP_MAT_SAO_CAMILO2';'SAO PAULO';'SP';'A'
10768;'DMED';'RIO DE JANEIRO';'RJ';'C'
10769;'AL_DEMARE';'SAO PAULO';'SP';'C'
10770;'SOC_EVANGELICA_BENEF';'CURITIBA';'PR';'A'
10771;'STQ_IND_COM';'SAO PAULO';'SP';'C'
10772;'W_QUIMICA';'SAO PAULO';'SP';'C'
10773;'CHEMETRIC_RJ';'RIO DE JANEIRO';'RJ';'A'
10775;'BERT QUIMICA';'DIADEMA';'SP';'C'
10776;'RIO_TINTO_MG';'PARACATU';'MG';'C'
10777;'SUDECAP';'BELO HORIZONTE';'MG';'A'
10778;'FUND_MED_TROPICAL/AM';'MANAUS';'AM';'A'
10779;'COOPERS_SP';'SAO PAULO';'SP';'C'
10780;'PROPISCINAS_CAJAMAR';'CAJAMAR';'SP';'C'
10781;'FUND_EDU/S SEBASTIAO';'São Sebastião do Paraíso';'MG';'C'
10782;'GELITA';'ESTANCIA VELHA';'RS';'C'
10783;'INVENSYS_APPLIANCE';'VACARIA';'RS';'A'
10784;'CENT_DIAG_DR_GILLES';'SÃO PAULO';'SP';'A'
10785;'ADOLFOLUTZ/P_PRUDENT';'PRESIDENTE PRUDENTE';'SP';'C'
10786;'NPK_FERT/BUNGE_SP';'SAO PAULO';'SP';'A'
10787;'CEPEAM';'MANAUS';'AM';'C'
10788;'AVENTIS_SP';'SAO PAULO';'SP';'C'
10789;'FISCHER_VIDEIRA';'VIDEIRA';'SC';'C'
10790;'APIARIO_EMBU';'SAO PAULO';'SP';'C'
10791;'SOLVAY_SP';'SAO PAULO';'SP';'C'
10792;'ADUBOS_TREVOS';'PORTO ALEGRE';'RS';'C'
10793;'UNION_CARBIDE_SP';'São Paulo';'SP';'C'
10794;'PETRO_TRIUNFO_PORTOALEGRE';'PORTO ALEGRE';'RS';'C'
10795;'MILLENIUM_BA';'CAMACARI';'BA';'C'
10796;'COPEBRAS_SP';'SAO PAULO';'SP';'C'
10798;'FERTILIZA_SP';'São Paulo';'SP';'C'
10799;'FERTIBRAS_OSASCO';'Osasco';'SP';'C'
10800;'AGA_ALPHAVILLE';'BARUERI';'SP';'C'
10801;'COGNIS_SP';'SAO PAULO';'SP';'C'
10803;'TECNALISE';'Piracicaba';'SP';'A'
10806;'CTO_LAB_REUNIDAS';'SANTA BARBARA D''OESTE';'SP';'C'
10807;'LAB_VILA_RICA';'IPATINGA';'MG';'A'
10808;'FLUID_BRASIL_SISTEMAS';'Jundiai';'SP';'A'
10809;'AIR_PRODUCTS_BA';'CAMACARI';'BA';'C'
10811;'CENTRO_PRESERVACAO';'SAO PAULO';'SP';'C'
10813;'AF_AFONSO_FRANCA_ENG';'SAO PAULO';'SP';'A'
10815;'GMEC_DO_BRASIL';'SÃO PAULO';'SP';'C'
10816;'LABOWAAGE';'RECIFE';'PE';'A'
10817;'BRASPELCO_GO';'ITUMBIARA';'GO';'C'
10818;'NUNES_KATIA';'Osasco';'SP';'C'
10819;'GRUPO_GP';'Barueri';'SP';'C'
10820;'BRANDT/CLAUDIA';'POCOS DE CALDAS';'MG';'C'
10823;'FAC_JORGE_AMADO';'Salvador';'BA';'C'
10824;'CONST_GAUTAMA';'SAO PAULO';'SP';'A'
10825;'CLIMATIZAR';'NOVA LIMA';'MG';'C'
10828;'LAB_CLAUDINO';'OURO PRETO';'MG';'A'
10829;'EMC_COMERCIO';'SAO PAULO';'SP';'A'
10830;'PETROBRAS_REGAP';'BETIM';'MG';'A'
10831;'CIA_MORRO_AGUDO';'PARACATU';'MG';'C'
10833;'ALICE_TELLES';'SAO PAULO';'SP';'C'
10834;'RP_CIENTIFICA';'ANANIDEUA';'PA';'C'
10835;'EXTRA_ENGENHARIA';'BELO HORIZONTE';'MG';'C'
10836;'ELECTRO_CORP';'SAO PAULO';'SP';'C'
10838;'ABO_PA';'BELEM';'PA';'C'
10839;'AMAT_PA';'BELEM';'PA';'C'
10840;'BRASILIT_PA';'ICOARACI';'PA';'C'
10842;'EC_ENGENHARIA';'BELEM';'PA';'C'
10844;'ARQ_CRISTINA_MORGEN';'ILHA DO GOVERNADOR';'RJ';'C'
10846;'LINEA_CESPLAN';'SÃO PAULO';'SP';'C'
10847;'LARON';'OSASCO';'SP';'C'
10848;'DINARDO_M_LAB';'PIRACICABA';'SP';'C'
10849;'JOHNSON_ALHANDRA';'ALHANDRA';'PB';'C'
10850;'CONDOR_IND_QUIMICA';'NOVA IGUACU';'RJ';'A'
10851;'ERREGE_FARMACEUTICA';'SAO PAULO';'SP';'C'
10852;'MAIS_INDUSTRIA2';'LINHARES';'ES';'A'
10853;'JPMANUTENCAO_JACAREI';'JACAREI';'SP';'C'
10854;'HOSP_VET_ABC';'SAO BERNARDO DO CAMPO';'SP';'C'
10855;'MAVA_IMPORTLAB';'Belo Horizonte';'MG';'A'
10856;'UFPR/UNIV_FED_PARANA';'Curitiba';'PR';'A'
10858;'LINK_ARQUITETURA';'RIO DE JANEIRO';'RJ';'C'
10859;'VISAGEM_BAUDUCCO';'SAO ROQUE';'SP';'C'
10860;'HOSP_UNIV_STA_MARIA';'SANTA MARIA';'RS';'A'
10861;'OSZPAR_SCS';'São Caetano do Sul';'SP';'C'
10862;'PAT_ES';'VITORIA';'ES';'A'
10863;'LAB_OLIVEIRA_BA';'VITORIA DA CONQUISTA';'BA';'C'
10864;'NASARIO_TANIA';'SAO PAULO';'SP';'C'
10865;'MONTEIRO_MARCIA';'Maceio';'AL';'C'
10866;'FORMATO_ENGENHARIA';'CONCORDIA';'SC';'A'
10867;'ARQ_FLAVIA_PETRI';'FORTALEZA';'CE';'C'
10868;'SERRALHERIA_NUCLEAR';'São Paulo';'SP';'C'
10869;'UNIV_TIRADENTES';'ARACAJU';'SE';'A'
10870;'AGROTECNICA_MACHADO';'MACHADO';'MG';'A'
10871;'RUDNICK_FABRICA_4';'São Bento do Sul';'SC';'C'
10872;'LAB_ALVARO';'CASCAVEL';'PR';'A'
10873;'CEDLAB';'PINDAMONHANGABA';'SP';'C'
10874;'VASSERMAN_ENGENHARIA';'SAO PAULO';'SP';'C'
10875;'CASAN_FLORIANOPOLIS3';'FLORIANOPOLIS';'SC';'A'
10876;'BIOLABOR_AMAPA';'MACAPÁ';'AP';'C'
10877;'SENAI_AUTOMOTIVO_BH';'BELO HORIZONTE';'MG';'A'
10878;'ARQUIVOS_ATIVOS';'SAO PAULO';'SP';'C'
10879;'VICUNHA_AMERICANA';'AMERICANA';'SP';'C'
